RoleDisplayName,Permission,RoleType
Conditional Access Administrator,microsoft.directory/conditionalAccessPolicies/policyAppliedTo/read,Built-in
Conditional Access Administrator,microsoft.directory/conditionalAccessPolicies/standard/read,Built-in
Conditional Access Administrator,microsoft.directory/conditionalAccessPolicies/tenantDefault/update,Built-in
Conditional Access Administrator,microsoft.directory/namedLocations/basic/update,Built-in
Conditional Access Administrator,microsoft.directory/namedLocations/create,Built-in
Conditional Access Administrator,microsoft.directory/namedLocations/delete,Built-in
Conditional Access Administrator,microsoft.directory/namedLocations/standard/read,Built-in
Conditional Access Administrator,microsoft.directory/resourceNamespaces/resourceActions/authenticationContext/update,Built-in
Customer Delegated Admin Relationship Administrator,microsoft.commerce.tenantRelationships/customerDelegatedAdminPrivileges/allProperties/allTasks,Built-in
Customer Delegated Admin Relationship Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Customer LockBox Access Approver,microsoft.office365.lockbox/allEntities/allTasks,Built-in
Customer LockBox Access Approver,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Desktop Analytics Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Desktop Analytics Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Desktop Analytics Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Desktop Analytics Administrator,microsoft.office365.desktopAnalytics/allEntities/allTasks,Built-in
Device Managers,microsoft.directory/devices/basic/update,Built-in
Device Managers,microsoft.directory/devices/extensionAttributeSet1/update,Built-in
Device Managers,microsoft.directory/devices/extensionAttributeSet2/update,Built-in
Device Managers,microsoft.directory/devices/extensionAttributeSet3/update,Built-in
Device Managers,microsoft.directory/devices/memberOf/read,Built-in
Device Managers,microsoft.directory/devices/registeredOwners/read,Built-in
Device Managers,microsoft.directory/devices/registeredOwners/update,Built-in
Device Managers,microsoft.directory/devices/registeredUsers/read,Built-in
Device Managers,microsoft.directory/devices/registeredUsers/update,Built-in
Device Managers,microsoft.directory/devices/standard/read,Built-in
Directory Readers,microsoft.directory/administrativeUnits/members/read,Built-in
Directory Readers,microsoft.directory/administrativeUnits/standard/read,Built-in
Directory Readers,microsoft.directory/applicationPolicies/standard/read,Built-in
Directory Readers,microsoft.directory/applications/owners/read,Built-in
Directory Readers,microsoft.directory/applications/policies/read,Built-in
Directory Readers,microsoft.directory/applications/standard/read,Built-in
Directory Readers,microsoft.directory/contacts/memberOf/read,Built-in
Directory Readers,microsoft.directory/contacts/standard/read,Built-in
Directory Readers,microsoft.directory/contracts/standard/read,Built-in
Directory Readers,microsoft.directory/devices/memberOf/read,Built-in
Directory Readers,microsoft.directory/devices/registeredOwners/read,Built-in
Directory Readers,microsoft.directory/devices/registeredUsers/read,Built-in
Directory Readers,microsoft.directory/devices/standard/read,Built-in
Directory Readers,microsoft.directory/directoryRoles/eligibleMembers/read,Built-in
Directory Readers,microsoft.directory/directoryRoles/members/read,Built-in
Directory Readers,microsoft.directory/directoryRoles/standard/read,Built-in
Directory Readers,microsoft.directory/domains/standard/read,Built-in
Directory Readers,microsoft.directory/groups/appRoleAssignments/read,Built-in
Directory Readers,microsoft.directory/groups/memberOf/read,Built-in
Directory Readers,microsoft.directory/groups/members/read,Built-in
Directory Readers,microsoft.directory/groups/owners/read,Built-in
Directory Readers,microsoft.directory/groups/settings/read,Built-in
Directory Readers,microsoft.directory/groups/standard/read,Built-in
Directory Readers,microsoft.directory/groupSettings/standard/read,Built-in
Directory Readers,microsoft.directory/groupSettingTemplates/standard/read,Built-in
Directory Readers,microsoft.directory/oAuth2PermissionGrants/standard/read,Built-in
Directory Readers,microsoft.directory/organization/standard/read,Built-in
Directory Readers,microsoft.directory/organization/trustedCAsForPasswordlessAuth/read,Built-in
Directory Readers,microsoft.directory/roleAssignments/standard/read,Built-in
Directory Readers,microsoft.directory/roleDefinitions/standard/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/appRoleAssignedTo/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/appRoleAssignments/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/memberOf/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/oAuth2PermissionGrants/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/ownedObjects/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/owners/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/policies/read,Built-in
Directory Readers,microsoft.directory/servicePrincipals/standard/read,Built-in
Directory Readers,microsoft.directory/subscribedSkus/standard/read,Built-in
Directory Readers,microsoft.directory/users/appRoleAssignments/read,Built-in
Directory Readers,microsoft.directory/users/deviceForResourceAccount/read,Built-in
Directory Readers,microsoft.directory/users/directReports/read,Built-in
Directory Readers,microsoft.directory/users/invitedBy/read,Built-in
Directory Readers,microsoft.directory/users/licenseDetails/read,Built-in
Directory Readers,microsoft.directory/users/manager/read,Built-in
Directory Readers,microsoft.directory/users/memberOf/read,Built-in
Directory Readers,microsoft.directory/users/oAuth2PermissionGrants/read,Built-in
Directory Readers,microsoft.directory/users/ownedDevices/read,Built-in
Directory Readers,microsoft.directory/users/ownedObjects/read,Built-in
Directory Readers,microsoft.directory/users/photo/read,Built-in
Directory Readers,microsoft.directory/users/registeredDevices/read,Built-in
Directory Readers,microsoft.directory/users/scopedRoleMemberOf/read,Built-in
Directory Readers,microsoft.directory/users/sponsorOf/read,Built-in
Directory Readers,microsoft.directory/users/sponsors/read,Built-in
Directory Readers,microsoft.directory/users/standard/read,Built-in
Directory Synchronization Accounts,microsoft.directory/onPremisesSynchronization/standard/read,Built-in
Directory Writers,microsoft.directory/applications/extensionProperties/update,Built-in
Directory Writers,microsoft.directory/contacts/create,Built-in
Directory Writers,microsoft.directory/groups/assignedLabels/update,Built-in
Directory Writers,microsoft.directory/groups/assignLicense,Built-in
Directory Writers,microsoft.directory/groups/basic/update,Built-in
Directory Writers,microsoft.directory/groups/classification/update,Built-in
Directory Writers,microsoft.directory/groups/create,Built-in
Directory Writers,microsoft.directory/groups/dynamicMembershipRule/update,Built-in
Directory Writers,microsoft.directory/groups/groupType/update,Built-in
Directory Writers,microsoft.directory/groups/members/update,Built-in
Directory Writers,microsoft.directory/groups/onPremWriteBack/update,Built-in
Directory Writers,microsoft.directory/groups/owners/update,Built-in
Directory Writers,microsoft.directory/groups/reprocessLicenseAssignment,Built-in
Directory Writers,microsoft.directory/groups/settings/update,Built-in
Directory Writers,microsoft.directory/groups/visibility/update,Built-in
Directory Writers,microsoft.directory/groupSettings/basic/update,Built-in
Directory Writers,microsoft.directory/groupSettings/create,Built-in
Directory Writers,microsoft.directory/groupSettings/delete,Built-in
Directory Writers,microsoft.directory/oAuth2PermissionGrants/basic/update,Built-in
Directory Writers,microsoft.directory/oAuth2PermissionGrants/create,Built-in
Directory Writers,microsoft.directory/servicePrincipals/appRoleAssignedTo/update,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/credentials/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/jobs/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/schema/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/jobs/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/schema/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronizationCredentials/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronizationJobs/manage,Built-in
Directory Writers,microsoft.directory/servicePrincipals/synchronizationSchema/manage,Built-in
Directory Writers,microsoft.directory/users/assignLicense,Built-in
Directory Writers,microsoft.directory/users/basic/update,Built-in
Directory Writers,microsoft.directory/users/create,Built-in
Directory Writers,microsoft.directory/users/disable,Built-in
Directory Writers,microsoft.directory/users/enable,Built-in
Directory Writers,microsoft.directory/users/invalidateAllRefreshTokens,Built-in
Directory Writers,microsoft.directory/users/inviteGuest,Built-in
Directory Writers,microsoft.directory/users/manager/update,Built-in
Directory Writers,microsoft.directory/users/photo/update,Built-in
Directory Writers,microsoft.directory/users/reprocessLicenseAssignment,Built-in
Directory Writers,microsoft.directory/users/sponsors/update,Built-in
Directory Writers,microsoft.directory/users/userPrincipalName/update,Built-in
Domain Name Administrator,microsoft.directory/domains/allProperties/allTasks,Built-in
Domain Name Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Domain Name Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Dragon Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Dragon Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Dragon Administrator,microsoft.healthPlatform/allEntities/allProperties/allTasks,Built-in
Dragon Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Dragon Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Dragon Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Dragon Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Dragon Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Dynamics 365 Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Dynamics 365 Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Dynamics 365 Administrator,microsoft.dynamics365/allEntities/allTasks,Built-in
Dynamics 365 Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Dynamics 365 Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Dynamics 365 Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Dynamics 365 Business Central Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Dynamics 365 Business Central Administrator,microsoft.directory/domains/standard/read,Built-in
Dynamics 365 Business Central Administrator,microsoft.directory/organization/standard/read,Built-in
Dynamics 365 Business Central Administrator,microsoft.directory/subscribedSkus/standard/read,Built-in
Dynamics 365 Business Central Administrator,microsoft.directory/users/standard/read,Built-in
Dynamics 365 Business Central Administrator,microsoft.dynamics365.businessCentral/allEntities/allProperties/allTasks,Built-in
Dynamics 365 Business Central Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Dynamics 365 Business Central Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Edge Administrator,microsoft.edge/allEntities/allProperties/allTasks,Built-in
Edge Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Edge Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Entra Backup Administrator,microsoft.directory/backup/preview/cancel,Built-in
Entra Backup Administrator,microsoft.directory/backup/preview/create,Built-in
Entra Backup Administrator,microsoft.directory/backup/recovery/cancel,Built-in
Entra Backup Administrator,microsoft.directory/backup/recovery/create,Built-in
Entra Backup Administrator,microsoft.directory/backup/standard/read,Built-in
Entra Backup Reader,microsoft.directory/backup/preview/cancel,Built-in
Entra Backup Reader,microsoft.directory/backup/preview/create,Built-in
Entra Backup Reader,microsoft.directory/backup/standard/read,Built-in
Exchange Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Exchange Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Exchange Administrator,microsoft.backup/exchangeProtectionPolicies/allProperties/allTasks,Built-in
Exchange Administrator,microsoft.backup/exchangeRestoreSessions/allProperties/allTasks,Built-in
Exchange Administrator,microsoft.backup/restorePoints/userMailboxes/allProperties/allTasks,Built-in
Exchange Administrator,microsoft.backup/userMailboxProtectionUnits/allProperties/allTasks,Built-in
Exchange Administrator,microsoft.backup/userMailboxRestoreArtifacts/allProperties/allTasks,Built-in
Exchange Administrator,microsoft.directory/contacts/allProperties/read,Built-in
Exchange Administrator,microsoft.directory/contacts/memberOf/read,Built-in
Exchange Administrator,microsoft.directory/contacts/standard/read,Built-in
Exchange Administrator,microsoft.directory/groups.unified/assignedLabels/update,Built-in
Exchange Administrator,microsoft.directory/groups.unified/basic/update,Built-in
Exchange Administrator,microsoft.directory/groups.unified/create,Built-in
Exchange Administrator,microsoft.directory/groups.unified/delete,Built-in
Exchange Administrator,microsoft.directory/groups.unified/members/update,Built-in
Exchange Administrator,microsoft.directory/groups.unified/owners/update,Built-in
Exchange Administrator,microsoft.directory/groups.unified/restore,Built-in
Exchange Administrator,microsoft.directory/groups/hiddenMembers/read,Built-in
Exchange Administrator,microsoft.directory/onPremisesSynchronization/standard/read,Built-in
Exchange Administrator,microsoft.office365.exchange/allEntities/basic/allTasks,Built-in
Exchange Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Exchange Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Exchange Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Exchange Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Exchange Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Exchange Backup Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Exchange Backup Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Exchange Backup Administrator,microsoft.backup/exchangeProtectionPolicies/allProperties/allTasks,Built-in
Exchange Backup Administrator,microsoft.backup/exchangeRestoreSessions/allProperties/allTasks,Built-in
Exchange Backup Administrator,microsoft.backup/restorePoints/userMailboxes/allProperties/allTasks,Built-in
Exchange Backup Administrator,microsoft.backup/userMailboxProtectionUnits/allProperties/allTasks,Built-in
Exchange Backup Administrator,microsoft.backup/userMailboxRestoreArtifacts/allProperties/allTasks,Built-in
Exchange Backup Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Exchange Backup Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Exchange Backup Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Exchange Backup Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Exchange Backup Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Exchange Recipient Administrator,microsoft.office365.exchange/migration/allProperties/allTasks,Built-in
Exchange Recipient Administrator,microsoft.office365.exchange/recipients/allProperties/allTasks,Built-in
Extended Directory User Administrator,microsoft.directory/externalUserProfiles/basic/update,Built-in
Extended Directory User Administrator,microsoft.directory/externalUserProfiles/delete,Built-in
Extended Directory User Administrator,microsoft.directory/externalUserProfiles/standard/read,Built-in
Extended Directory User Administrator,microsoft.directory/pendingExternalUserProfiles/basic/update,Built-in
Extended Directory User Administrator,microsoft.directory/pendingExternalUserProfiles/create,Built-in
Extended Directory User Administrator,microsoft.directory/pendingExternalUserProfiles/delete,Built-in
Extended Directory User Administrator,microsoft.directory/pendingExternalUserProfiles/standard/read,Built-in
External ID User Flow Administrator,microsoft.directory/b2cUserFlow/allProperties/allTasks,Built-in
External ID User Flow Attribute Administrator,microsoft.directory/b2cUserAttribute/allProperties/allTasks,Built-in
External Identity Provider Administrator,microsoft.directory/domains/federation/update,Built-in
External Identity Provider Administrator,microsoft.directory/identityProviders/allProperties/allTasks,Built-in
Fabric Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Fabric Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Fabric Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Fabric Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Fabric Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Fabric Administrator,microsoft.powerApps.powerBI/allEntities/allTasks,Built-in
Global Administrator,microsoft.agentRegistry/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.azure.advancedThreatProtection/allEntities/allTasks,Built-in
Global Administrator,microsoft.azure.informationProtection/allEntities/allTasks,Built-in
Global Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Global Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Global Administrator,microsoft.backup/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.cloudPC/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.commerce.billing/allEntities/allProperties/allTasks,Built-in
Global Administrator,microsoft.commerce.billing/purchases/standard/read,Built-in
Global Administrator,microsoft.commerce.tenantRelationships/customerDelegatedAdminPrivileges/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/accessReviews/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/accessReviews/definitions/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/adminConsentRequestPolicy/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/administrativeUnits/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/appConsent/appConsentRequests/allProperties/read,Built-in
Global Administrator,microsoft.directory/applications/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/applications/disablement/update,Built-in
Global Administrator,microsoft.directory/applications/synchronization/standard/read,Built-in
Global Administrator,microsoft.directory/applicationTemplates/instantiate,Built-in
Global Administrator,microsoft.directory/auditLogs/allProperties/read,Built-in
Global Administrator,microsoft.directory/authorizationPolicy/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/backup/preview/cancel,Built-in
Global Administrator,microsoft.directory/backup/preview/create,Built-in
Global Administrator,microsoft.directory/backup/recovery/cancel,Built-in
Global Administrator,microsoft.directory/backup/recovery/create,Built-in
Global Administrator,microsoft.directory/backup/standard/read,Built-in
Global Administrator,microsoft.directory/bitlockerKeys/key/read,Built-in
Global Administrator,microsoft.directory/bulkJobs/basic/update,Built-in
Global Administrator,microsoft.directory/bulkJobs/create,Built-in
Global Administrator,microsoft.directory/bulkJobs/standard/read,Built-in
Global Administrator,microsoft.directory/cloudAppSecurity/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/conditionalAccessPolicies/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/connectorGroups/allProperties/read,Built-in
Global Administrator,microsoft.directory/connectorGroups/allProperties/update,Built-in
Global Administrator,microsoft.directory/connectorGroups/create,Built-in
Global Administrator,microsoft.directory/connectorGroups/delete,Built-in
Global Administrator,microsoft.directory/connectors/allProperties/read,Built-in
Global Administrator,microsoft.directory/connectors/create,Built-in
Global Administrator,microsoft.directory/contacts/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/contracts/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/allowedCloudEndpoints/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/basic/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/default/b2bCollaboration/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/default/crossCloudMeetings/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/default/standard/read,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/default/tenantRestrictions/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/b2bDirectConnect/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/create,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/crossCloudMeetings/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/delete,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/basic/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/standard/read,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/standard/read,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/basic/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/resetToDefaultSettings,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationIdentitySynchronization/standard/read,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/basic/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/resetToDefaultSettings,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/templates/multiTenantOrganizationPartnerConfiguration/standard/read,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/partners/tenantRestrictions/update,Built-in
Global Administrator,microsoft.directory/crossTenantAccessPolicy/standard/read,Built-in
Global Administrator,microsoft.directory/customAuthenticationExtensions/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/deletedItems/delete,Built-in
Global Administrator,microsoft.directory/deletedItems/restore,Built-in
Global Administrator,microsoft.directory/deviceLocalCredentials/password/read,Built-in
Global Administrator,microsoft.directory/deviceManagementPolicies/basic/update,Built-in
Global Administrator,microsoft.directory/deviceManagementPolicies/standard/read,Built-in
Global Administrator,microsoft.directory/deviceRegistrationPolicy/basic/update,Built-in
Global Administrator,microsoft.directory/deviceRegistrationPolicy/standard/read,Built-in
Global Administrator,microsoft.directory/devices/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/devices/permissions/update,Built-in
Global Administrator,microsoft.directory/deviceTemplates/owners/read,Built-in
Global Administrator,microsoft.directory/deviceTemplates/owners/update,Built-in
Global Administrator,microsoft.directory/directoryRoles/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/directoryRoleTemplates/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/domains/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/domains/federationConfiguration/basic/update,Built-in
Global Administrator,microsoft.directory/domains/federationConfiguration/create,Built-in
Global Administrator,microsoft.directory/domains/federationConfiguration/delete,Built-in
Global Administrator,microsoft.directory/domains/federationConfiguration/standard/read,Built-in
Global Administrator,microsoft.directory/entitlementManagement/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/externalUserProfiles/basic/update,Built-in
Global Administrator,microsoft.directory/externalUserProfiles/delete,Built-in
Global Administrator,microsoft.directory/externalUserProfiles/standard/read,Built-in
Global Administrator,microsoft.directory/groups/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/groupsAssignableToRoles/allProperties/update,Built-in
Global Administrator,microsoft.directory/groupsAssignableToRoles/assignLicense,Built-in
Global Administrator,microsoft.directory/groupsAssignableToRoles/create,Built-in
Global Administrator,microsoft.directory/groupsAssignableToRoles/delete,Built-in
Global Administrator,microsoft.directory/groupsAssignableToRoles/reprocessLicenseAssignment,Built-in
Global Administrator,microsoft.directory/groupsAssignableToRoles/restore,Built-in
Global Administrator,microsoft.directory/groupSettings/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/groupSettingTemplates/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/hybridAuthenticationPolicy/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/identityProtection/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/lifecycleWorkflows/workflows/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/loginOrganizationBranding/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/basic/update,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/create,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/joinRequest/organizationDetails/update,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/joinRequest/standard/read,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/standard/read,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/tenants/create,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/tenants/delete,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/tenants/organizationDetails/read,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/tenants/organizationDetails/update,Built-in
Global Administrator,microsoft.directory/multiTenantOrganization/tenants/standard/read,Built-in
Global Administrator,microsoft.directory/namedLocations/basic/update,Built-in
Global Administrator,microsoft.directory/namedLocations/create,Built-in
Global Administrator,microsoft.directory/namedLocations/delete,Built-in
Global Administrator,microsoft.directory/namedLocations/standard/read,Built-in
Global Administrator,microsoft.directory/oAuth2PermissionGrants/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/onPremisesSynchronization/basic/update,Built-in
Global Administrator,microsoft.directory/onPremisesSynchronization/standard/read,Built-in
Global Administrator,microsoft.directory/organization/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/passwordHashSync/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/pendingExternalUserProfiles/basic/update,Built-in
Global Administrator,microsoft.directory/pendingExternalUserProfiles/create,Built-in
Global Administrator,microsoft.directory/pendingExternalUserProfiles/delete,Built-in
Global Administrator,microsoft.directory/pendingExternalUserProfiles/standard/read,Built-in
Global Administrator,microsoft.directory/permissionGrantPolicies/basic/update,Built-in
Global Administrator,microsoft.directory/permissionGrantPolicies/create,Built-in
Global Administrator,microsoft.directory/permissionGrantPolicies/delete,Built-in
Global Administrator,microsoft.directory/permissionGrantPolicies/standard/read,Built-in
Global Administrator,microsoft.directory/policies/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/privilegedIdentityManagement/allProperties/read,Built-in
Global Administrator,microsoft.directory/provisioningLogs/allProperties/read,Built-in
Global Administrator,microsoft.directory/resourceNamespaces/resourceActions/authenticationContext/update,Built-in
Global Administrator,microsoft.directory/roleAssignments/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/roleDefinitions/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/scopedRoleMemberships/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/serviceAction/activateService,Built-in
Global Administrator,microsoft.directory/serviceAction/disableDirectoryFeature,Built-in
Global Administrator,microsoft.directory/serviceAction/enableDirectoryFeature,Built-in
Global Administrator,microsoft.directory/serviceAction/getAvailableExtentionProperties,Built-in
Global Administrator,microsoft.directory/servicePrincipalCreationPolicies/basic/update,Built-in
Global Administrator,microsoft.directory/servicePrincipalCreationPolicies/create,Built-in
Global Administrator,microsoft.directory/servicePrincipalCreationPolicies/delete,Built-in
Global Administrator,microsoft.directory/servicePrincipalCreationPolicies/standard/read,Built-in
Global Administrator,microsoft.directory/servicePrincipals/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/servicePrincipals/managePermissionGrantsForAll.microsoft-company-admin,Built-in
Global Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/credentials/manage,Built-in
Global Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/jobs/manage,Built-in
Global Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToCloudTenant/schema/manage,Built-in
Global Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/credentials/manage,Built-in
Global Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/jobs/manage,Built-in
Global Administrator,microsoft.directory/servicePrincipals/synchronization.cloudTenantToExternalSystem/schema/manage,Built-in
Global Administrator,microsoft.directory/servicePrincipals/synchronization/standard/read,Built-in
Global Administrator,microsoft.directory/signInReports/allProperties/read,Built-in
Global Administrator,microsoft.directory/subscribedSkus/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/tenantManagement/tenants/create,Built-in
Global Administrator,microsoft.directory/users/allProperties/allTasks,Built-in
Global Administrator,microsoft.directory/users/authenticationMethods/basic/update,Built-in
Global Administrator,microsoft.directory/users/authenticationMethods/create,Built-in
Global Administrator,microsoft.directory/users/authenticationMethods/delete,Built-in
Global Administrator,microsoft.directory/users/authenticationMethods/standard/read,Built-in
