RoleDisplayName,Permission,RoleType
Intune Administrator,microsoft.directory/devices/extensionAttributeSet1/update,Built-in
Intune Administrator,microsoft.directory/devices/extensionAttributeSet2/update,Built-in
Intune Administrator,microsoft.directory/devices/extensionAttributeSet3/update,Built-in
Intune Administrator,microsoft.directory/devices/registeredOwners/update,Built-in
Intune Administrator,microsoft.directory/devices/registeredUsers/update,Built-in
Intune Administrator,microsoft.directory/groups.security/assignedLabels/update,Built-in
Intune Administrator,microsoft.directory/groups.security/basic/update,Built-in
Intune Administrator,microsoft.directory/groups.security/classification/update,Built-in
Intune Administrator,microsoft.directory/groups.security/create,Built-in
Intune Administrator,microsoft.directory/groups.security/delete,Built-in
Intune Administrator,microsoft.directory/groups.security/dynamicMembershipRule/update,Built-in
Intune Administrator,microsoft.directory/groups.security/members/update,Built-in
Intune Administrator,microsoft.directory/groups.security/owners/update,Built-in
Intune Administrator,microsoft.directory/groups.security/visibility/update,Built-in
Intune Administrator,microsoft.directory/groups/hiddenMembers/read,Built-in
Intune Administrator,microsoft.directory/users/basic/update,Built-in
Intune Administrator,microsoft.directory/users/manager/update,Built-in
Intune Administrator,microsoft.directory/users/photo/update,Built-in
Intune Administrator,microsoft.intune/allEntities/allTasks,Built-in
Intune Administrator,microsoft.office365.organizationalMessages/allEntities/allProperties/read,Built-in
Intune Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Intune Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
IoT Device Administrator,microsoft.directory/certificateBasedDeviceAuthConfigurations/create,Built-in
IoT Device Administrator,microsoft.directory/certificateBasedDeviceAuthConfigurations/credentials/update,Built-in
IoT Device Administrator,microsoft.directory/certificateBasedDeviceAuthConfigurations/delete,Built-in
IoT Device Administrator,microsoft.directory/certificateBasedDeviceAuthConfigurations/standard/read,Built-in
IoT Device Administrator,microsoft.directory/deviceTemplates/create,Built-in
IoT Device Administrator,microsoft.directory/deviceTemplates/createDeviceFromTemplate,Built-in
IoT Device Administrator,microsoft.directory/deviceTemplates/delete,Built-in
IoT Device Administrator,microsoft.directory/deviceTemplates/deviceInstances/read,Built-in
IoT Device Administrator,microsoft.directory/deviceTemplates/owners/read,Built-in
IoT Device Administrator,microsoft.directory/deviceTemplates/owners/update,Built-in
Kaizala Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Kaizala Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Kaizala Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Kaizala Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Knowledge Administrator,microsoft.directory/groups.security/basic/update,Built-in
Knowledge Administrator,microsoft.directory/groups.security/create,Built-in
Knowledge Administrator,microsoft.directory/groups.security/createAsOwner,Built-in
Knowledge Administrator,microsoft.directory/groups.security/delete,Built-in
Knowledge Administrator,microsoft.directory/groups.security/members/update,Built-in
Knowledge Administrator,microsoft.directory/groups.security/owners/update,Built-in
Knowledge Administrator,microsoft.office365.knowledge/contentUnderstanding/allProperties/allTasks,Built-in
Knowledge Administrator,microsoft.office365.knowledge/knowledgeNetwork/allProperties/allTasks,Built-in
Knowledge Administrator,microsoft.office365.knowledge/learningSources/allProperties/allTasks,Built-in
Knowledge Administrator,microsoft.office365.protectionCenter/sensitivityLabels/allProperties/read,Built-in
Knowledge Administrator,microsoft.office365.sharePoint/allEntities/allTasks,Built-in
Knowledge Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Knowledge Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Knowledge Manager,microsoft.directory/groups.security/basic/update,Built-in
Knowledge Manager,microsoft.directory/groups.security/create,Built-in
Knowledge Manager,microsoft.directory/groups.security/createAsOwner,Built-in
Knowledge Manager,microsoft.directory/groups.security/delete,Built-in
Knowledge Manager,microsoft.directory/groups.security/members/update,Built-in
Knowledge Manager,microsoft.directory/groups.security/owners/update,Built-in
Knowledge Manager,microsoft.office365.knowledge/contentUnderstanding/analytics/allProperties/read,Built-in
Knowledge Manager,microsoft.office365.knowledge/knowledgeNetwork/topicVisibility/allProperties/allTasks,Built-in
Knowledge Manager,microsoft.office365.sharePoint/allEntities/allTasks,Built-in
Knowledge Manager,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Knowledge Manager,microsoft.office365.webPortal/allEntities/standard/read,Built-in
License Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
License Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
License Administrator,microsoft.directory/groups/assignLicense,Built-in
License Administrator,microsoft.directory/groups/reprocessLicenseAssignment,Built-in
License Administrator,microsoft.directory/users/assignLicense,Built-in
License Administrator,microsoft.directory/users/reprocessLicenseAssignment,Built-in
License Administrator,microsoft.directory/users/usageLocation/update,Built-in
License Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
License Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Lifecycle Workflows Administrator,microsoft.directory/lifecycleWorkflows/workflows/allProperties/allTasks,Built-in
Lifecycle Workflows Administrator,microsoft.directory/organization/strongAuthentication/read,Built-in
Lifecycle Workflows Administrator,microsoft.directory/users/lifeCycleInfo/read,Built-in
Message Center Privacy Reader,microsoft.office365.messageCenter/messages/read,Built-in
Message Center Privacy Reader,microsoft.office365.messageCenter/securityMessages/read,Built-in
Message Center Privacy Reader,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Message Center Reader,microsoft.office365.messageCenter/messages/read,Built-in
Message Center Reader,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Microsoft 365 Backup Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Microsoft 365 Backup Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Microsoft 365 Backup Administrator,microsoft.backup/allEntities/allProperties/allTasks,Built-in
Microsoft 365 Backup Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Microsoft 365 Backup Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Microsoft 365 Backup Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Microsoft 365 Backup Administrator,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Microsoft 365 Backup Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Microsoft 365 Migration Administrator,microsoft.office365.migrations/allEntities/allProperties/allTasks,Built-in
Microsoft 365 Migration Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Microsoft 365 Migration Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Microsoft Graph Data Connect Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Microsoft Graph Data Connect Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Microsoft Graph Data Connect Administrator,microsoft.graph.dataConnect/allEntities/allProperties/allTasks,Built-in
Microsoft Graph Data Connect Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Microsoft Graph Data Connect Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Microsoft Graph Data Connect Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Microsoft Graph Data Connect Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Microsoft Hardware Warranty Administrator,microsoft.hardware.support/shippingAddress/allProperties/allTasks,Built-in
Microsoft Hardware Warranty Administrator,microsoft.hardware.support/shippingStatus/allProperties/read,Built-in
Microsoft Hardware Warranty Administrator,microsoft.hardware.support/warrantyClaims/allProperties/allTasks,Built-in
Microsoft Hardware Warranty Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Microsoft Hardware Warranty Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Microsoft Hardware Warranty Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Microsoft Hardware Warranty Specialist,microsoft.hardware.support/shippingAddress/allProperties/read,Built-in
Microsoft Hardware Warranty Specialist,microsoft.hardware.support/shippingStatus/allProperties/read,Built-in
Microsoft Hardware Warranty Specialist,microsoft.hardware.support/warrantyClaims/allProperties/read,Built-in
Microsoft Hardware Warranty Specialist,microsoft.hardware.support/warrantyClaims/createAsOwner,Built-in
Microsoft Hardware Warranty Specialist,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Microsoft Hardware Warranty Specialist,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Network Administrator,microsoft.office365.network/locations/allProperties/allTasks,Built-in
Network Administrator,microsoft.office365.network/performance/allProperties/read,Built-in
Network Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Office Apps Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Office Apps Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Office Apps Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Office Apps Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Office Apps Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Office Apps Administrator,microsoft.office365.userCommunication/allEntities/allTasks,Built-in
Office Apps Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
On Premises Directory Sync Account,microsoft.directory/onPremisesSynchronization/standard/read,Built-in
Organizational Branding Administrator,microsoft.directory/loginOrganizationBranding/allProperties/allTasks,Built-in
Organizational Data Source Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Organizational Data Source Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Organizational Data Source Administrator,microsoft.microsoft365.organizationalData/allEntities/allProperties/allTasks,Built-in
Organizational Data Source Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Organizational Data Source Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Organizational Data Source Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Organizational Data Source Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Organizational Messages Approver,microsoft.office365.organizationalMessages/allEntities/allProperties/read,Built-in
Organizational Messages Approver,microsoft.office365.organizationalMessages/allEntities/allProperties/update,Built-in
Organizational Messages Approver,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Organizational Messages Writer,microsoft.office365.organizationalMessages/allEntities/allProperties/allTasks,Built-in
Organizational Messages Writer,microsoft.office365.usageReports/allEntities/standard/read,Built-in
Organizational Messages Writer,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Partner Tier1 Support,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Partner Tier1 Support,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Partner Tier1 Support,microsoft.directory/applications/appRoles/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/audience/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/authentication/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/basic/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/credentials/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/notes/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/owners/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/permissions/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/policies/update,Built-in
Partner Tier1 Support,microsoft.directory/applications/tag/update,Built-in
Partner Tier1 Support,microsoft.directory/contacts/basic/update,Built-in
Partner Tier1 Support,microsoft.directory/contacts/create,Built-in
Partner Tier1 Support,microsoft.directory/contacts/delete,Built-in
Partner Tier1 Support,microsoft.directory/deletedItems.groups/restore,Built-in
Partner Tier1 Support,microsoft.directory/deletedItems.users/restore,Built-in
Partner Tier1 Support,microsoft.directory/groups.unified/assignedLabels/update,Built-in
Partner Tier1 Support,microsoft.directory/groups/create,Built-in
Partner Tier1 Support,microsoft.directory/groups/delete,Built-in
Partner Tier1 Support,microsoft.directory/groups/members/update,Built-in
Partner Tier1 Support,microsoft.directory/groups/owners/update,Built-in
Partner Tier1 Support,microsoft.directory/groups/restore,Built-in
Partner Tier1 Support,microsoft.directory/oAuth2PermissionGrants/allProperties/allTasks,Built-in
Partner Tier1 Support,microsoft.directory/servicePrincipals/appRoleAssignedTo/update,Built-in
Partner Tier1 Support,microsoft.directory/users/assignLicense,Built-in
Partner Tier1 Support,microsoft.directory/users/basic/update,Built-in
Partner Tier1 Support,microsoft.directory/users/create,Built-in
Partner Tier1 Support,microsoft.directory/users/delete,Built-in
Partner Tier1 Support,microsoft.directory/users/disable,Built-in
Partner Tier1 Support,microsoft.directory/users/enable,Built-in
Partner Tier1 Support,microsoft.directory/users/invalidateAllRefreshTokens,Built-in
Partner Tier1 Support,microsoft.directory/users/manager/update,Built-in
Partner Tier1 Support,microsoft.directory/users/password/update,Built-in
Partner Tier1 Support,microsoft.directory/users/photo/update,Built-in
Partner Tier1 Support,microsoft.directory/users/restore,Built-in
Partner Tier1 Support,microsoft.directory/users/userPrincipalName/update,Built-in
Partner Tier1 Support,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Partner Tier1 Support,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Partner Tier1 Support,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Partner Tier2 Support,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Partner Tier2 Support,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Partner Tier2 Support,microsoft.directory/applications/appRoles/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/audience/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/authentication/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/basic/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/credentials/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/notes/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/owners/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/permissions/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/policies/update,Built-in
Partner Tier2 Support,microsoft.directory/applications/tag/update,Built-in
Partner Tier2 Support,microsoft.directory/contacts/basic/update,Built-in
Partner Tier2 Support,microsoft.directory/contacts/create,Built-in
Partner Tier2 Support,microsoft.directory/contacts/delete,Built-in
Partner Tier2 Support,microsoft.directory/deletedItems.groups/restore,Built-in
Partner Tier2 Support,microsoft.directory/deletedItems.users/restore,Built-in
Partner Tier2 Support,microsoft.directory/domains/allProperties/allTasks,Built-in
Partner Tier2 Support,microsoft.directory/groups.unified/assignedLabels/update,Built-in
Partner Tier2 Support,microsoft.directory/groups/create,Built-in
Partner Tier2 Support,microsoft.directory/groups/delete,Built-in
Partner Tier2 Support,microsoft.directory/groups/members/update,Built-in
Partner Tier2 Support,microsoft.directory/groups/owners/update,Built-in
Partner Tier2 Support,microsoft.directory/groups/restore,Built-in
Partner Tier2 Support,microsoft.directory/oAuth2PermissionGrants/allProperties/allTasks,Built-in
Partner Tier2 Support,microsoft.directory/organization/basic/update,Built-in
Partner Tier2 Support,microsoft.directory/roleAssignments/allProperties/allTasks,Built-in
Partner Tier2 Support,microsoft.directory/roleDefinitions/allProperties/allTasks,Built-in
Partner Tier2 Support,microsoft.directory/scopedRoleMemberships/allProperties/allTasks,Built-in
Partner Tier2 Support,microsoft.directory/servicePrincipals/appRoleAssignedTo/update,Built-in
Partner Tier2 Support,microsoft.directory/subscribedSkus/standard/read,Built-in
Partner Tier2 Support,microsoft.directory/users/assignLicense,Built-in
Partner Tier2 Support,microsoft.directory/users/basic/update,Built-in
Partner Tier2 Support,microsoft.directory/users/create,Built-in
Partner Tier2 Support,microsoft.directory/users/delete,Built-in
Partner Tier2 Support,microsoft.directory/users/disable,Built-in
Partner Tier2 Support,microsoft.directory/users/enable,Built-in
Partner Tier2 Support,microsoft.directory/users/invalidateAllRefreshTokens,Built-in
Partner Tier2 Support,microsoft.directory/users/manager/update,Built-in
Partner Tier2 Support,microsoft.directory/users/password/update,Built-in
Partner Tier2 Support,microsoft.directory/users/photo/update,Built-in
Partner Tier2 Support,microsoft.directory/users/restore,Built-in
Partner Tier2 Support,microsoft.directory/users/userPrincipalName/update,Built-in
Partner Tier2 Support,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Partner Tier2 Support,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Partner Tier2 Support,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Password Administrator,microsoft.directory/users/password/update,Built-in
Password Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
People Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
People Administrator,microsoft.people/users/photo/read,Built-in
People Administrator,microsoft.people/users/photo/update,Built-in
People Administrator,microsoft.peopleAdmin/organization/allProperties/read,Built-in
People Administrator,microsoft.peopleAdmin/organization/allProperties/update,Built-in
Permissions Management Administrator,microsoft.permissionsManagement/allEntities/allProperties/allTasks,Built-in
Places Administrator,microsoft.places/allEntities/allProperties/allTasks,Built-in
Power Platform Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Power Platform Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Power Platform Administrator,microsoft.dynamics365/allEntities/allTasks,Built-in
Power Platform Administrator,microsoft.flow/allEntities/allTasks,Built-in
Power Platform Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Power Platform Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Power Platform Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Power Platform Administrator,microsoft.powerApps/allEntities/allTasks,Built-in
Printer Administrator,microsoft.azure.print/allEntities/allProperties/allTasks,Built-in
Printer Technician,microsoft.azure.print/connectors/allProperties/read,Built-in
Printer Technician,microsoft.azure.print/printers/allProperties/read,Built-in
Printer Technician,microsoft.azure.print/printers/basic/update,Built-in
Printer Technician,microsoft.azure.print/printers/register,Built-in
Printer Technician,microsoft.azure.print/printers/unregister,Built-in
Privileged Authentication Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Privileged Authentication Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Privileged Authentication Administrator,microsoft.directory/deletedItems.users/restore,Built-in
Privileged Authentication Administrator,microsoft.directory/users/authenticationMethods/basic/update,Built-in
Privileged Authentication Administrator,microsoft.directory/users/authenticationMethods/create,Built-in
Privileged Authentication Administrator,microsoft.directory/users/authenticationMethods/delete,Built-in
Privileged Authentication Administrator,microsoft.directory/users/authenticationMethods/standard/read,Built-in
Privileged Authentication Administrator,microsoft.directory/users/authorizationInfo/update,Built-in
Privileged Authentication Administrator,microsoft.directory/users/basic/update,Built-in
Privileged Authentication Administrator,microsoft.directory/users/delete,Built-in
Privileged Authentication Administrator,microsoft.directory/users/disable,Built-in
Privileged Authentication Administrator,microsoft.directory/users/enable,Built-in
Privileged Authentication Administrator,microsoft.directory/users/invalidateAllRefreshTokens,Built-in
Privileged Authentication Administrator,microsoft.directory/users/manager/update,Built-in
Privileged Authentication Administrator,microsoft.directory/users/password/update,Built-in
Privileged Authentication Administrator,microsoft.directory/users/restore,Built-in
Privileged Authentication Administrator,microsoft.directory/users/userPrincipalName/update,Built-in
Privileged Authentication Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Privileged Authentication Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Privileged Authentication Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Privileged Role Administrator,microsoft.directory/accessReviews/definitions.applications/allProperties/read,Built-in
Privileged Role Administrator,microsoft.directory/accessReviews/definitions.directoryRoles/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/accessReviews/definitions.groups/allProperties/read,Built-in
Privileged Role Administrator,microsoft.directory/accessReviews/definitions.groupsAssignableToRoles/allProperties/update,Built-in
Privileged Role Administrator,microsoft.directory/accessReviews/definitions.groupsAssignableToRoles/create,Built-in
Privileged Role Administrator,microsoft.directory/accessReviews/definitions.groupsAssignableToRoles/delete,Built-in
Privileged Role Administrator,microsoft.directory/administrativeUnits/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/authorizationPolicy/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/directoryRoles/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/groupsAssignableToRoles/allProperties/update,Built-in
Privileged Role Administrator,microsoft.directory/groupsAssignableToRoles/assignLicense,Built-in
Privileged Role Administrator,microsoft.directory/groupsAssignableToRoles/create,Built-in
Privileged Role Administrator,microsoft.directory/groupsAssignableToRoles/delete,Built-in
Privileged Role Administrator,microsoft.directory/groupsAssignableToRoles/reprocessLicenseAssignment,Built-in
Privileged Role Administrator,microsoft.directory/groupsAssignableToRoles/restore,Built-in
Privileged Role Administrator,microsoft.directory/oAuth2PermissionGrants/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/permissionGrantPolicies/allProperties/read,Built-in
Privileged Role Administrator,microsoft.directory/permissionGrantPolicies/allProperties/update,Built-in
Privileged Role Administrator,microsoft.directory/permissionGrantPolicies/create,Built-in
Privileged Role Administrator,microsoft.directory/permissionGrantPolicies/delete,Built-in
Privileged Role Administrator,microsoft.directory/privilegedIdentityManagement/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/roleAssignments/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/roleDefinitions/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/scopedRoleMemberships/allProperties/allTasks,Built-in
Privileged Role Administrator,microsoft.directory/servicePrincipals/appRoleAssignedTo/update,Built-in
Privileged Role Administrator,microsoft.directory/servicePrincipals/managePermissionGrantsForAll.microsoft-company-admin,Built-in
Privileged Role Administrator,microsoft.directory/servicePrincipals/permissions/update,Built-in
Privileged Role Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Reports Reader,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Reports Reader,microsoft.directory/auditLogs/allProperties/read,Built-in
Reports Reader,microsoft.directory/provisioningLogs/allProperties/read,Built-in
Reports Reader,microsoft.directory/signInReports/allProperties/read,Built-in
Reports Reader,microsoft.office365.network/performance/allProperties/read,Built-in
Reports Reader,microsoft.office365.usageReports/allEntities/allProperties/read,Built-in
Reports Reader,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Restricted Guest User,microsoft.directory/applications/owners/limitedRead,Built-in
Restricted Guest User,microsoft.directory/applications/policies/limitedRead,Built-in
Restricted Guest User,microsoft.directory/applications/standard/limitedRead,Built-in
Restricted Guest User,microsoft.directory/directoryRoleTemplates/allProperties/read,Built-in
Restricted Guest User,microsoft.directory/domains/standard/read,Built-in
Restricted Guest User,microsoft.directory/organization/basicProfile/read,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/appRoleAssignedTo/limitedRead,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/appRoleAssignments/limitedRead,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/memberOf/limitedRead,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/oAuth2PermissionGrants/limitedRead,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/ownedObjects/limitedRead,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/owners/limitedRead,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/policies/limitedRead,Built-in
Restricted Guest User,microsoft.directory/servicePrincipals/standard/limitedRead,Built-in
Restricted Guest User,microsoft.directory/users/appRoleAssignments/read,Built-in
Restricted Guest User,microsoft.directory/users/authenticationMethods/basic/update,Built-in
Restricted Guest User,microsoft.directory/users/authenticationMethods/create,Built-in
Restricted Guest User,microsoft.directory/users/authenticationMethods/delete,Built-in
Restricted Guest User,microsoft.directory/users/authenticationMethods/standard/read,Built-in
Restricted Guest User,microsoft.directory/users/authenticationMethods/standard/restrictedRead,Built-in
Restricted Guest User,microsoft.directory/users/deviceForResourceAccount/read,Built-in
Restricted Guest User,microsoft.directory/users/directReports/read,Built-in
Restricted Guest User,microsoft.directory/users/eligibleMemberOf/read,Built-in
Restricted Guest User,microsoft.directory/users/invitedBy/read,Built-in
Restricted Guest User,microsoft.directory/users/licenseDetails/read,Built-in
Restricted Guest User,microsoft.directory/users/manager/read,Built-in
Restricted Guest User,microsoft.directory/users/memberOf/read,Built-in
Restricted Guest User,microsoft.directory/users/oAuth2PermissionGrants/read,Built-in
Restricted Guest User,microsoft.directory/users/ownedDevices/read,Built-in
Restricted Guest User,microsoft.directory/users/ownedObjects/read,Built-in
Restricted Guest User,microsoft.directory/users/password/update,Built-in
Restricted Guest User,microsoft.directory/users/pendingMemberOf/read,Built-in
Restricted Guest User,microsoft.directory/users/photo/read,Built-in
Restricted Guest User,microsoft.directory/users/registeredDevices/read,Built-in
Restricted Guest User,microsoft.directory/users/scopedRoleMemberOf/read,Built-in
Restricted Guest User,microsoft.directory/users/sponsorOf/read,Built-in
Restricted Guest User,microsoft.directory/users/sponsors/read,Built-in
Restricted Guest User,microsoft.directory/users/standard/read,Built-in
Search Administrator,microsoft.office365.messageCenter/messages/read,Built-in
Search Administrator,microsoft.office365.search/content/manage,Built-in
Search Administrator,microsoft.office365.serviceHealth/allEntities/allTasks,Built-in
Search Administrator,microsoft.office365.supportTickets/allEntities/allTasks,Built-in
Search Administrator,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Search Editor,microsoft.office365.messageCenter/messages/read,Built-in
Search Editor,microsoft.office365.search/content/manage,Built-in
Search Editor,microsoft.office365.webPortal/allEntities/standard/read,Built-in
Security Administrator,microsoft.agentRegistry/allEntities/allProperties/read,Built-in
Security Administrator,microsoft.azure.serviceHealth/allEntities/allTasks,Built-in
Security Administrator,microsoft.azure.supportTickets/allEntities/allTasks,Built-in
Security Administrator,microsoft.directory/applications/policies/update,Built-in
Security Administrator,microsoft.directory/auditLogs/allProperties/read,Built-in
Security Administrator,microsoft.directory/authorizationPolicy/standard/read,Built-in
Security Administrator,microsoft.directory/bitlockerKeys/key/read,Built-in
Security Administrator,microsoft.directory/bulkJobs/standard/read,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/basic/update,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/create,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/delete,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/owners/read,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/owners/update,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/policyAppliedTo/read,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/standard/read,Built-in
Security Administrator,microsoft.directory/conditionalAccessPolicies/tenantDefault/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/allowedCloudEndpoints/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/basic/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/default/b2bCollaboration/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/default/b2bDirectConnect/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/default/crossCloudMeetings/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/default/standard/read,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/default/tenantRestrictions/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/b2bCollaboration/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/b2bDirectConnect/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/create,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/crossCloudMeetings/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/delete,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/basic/update,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/create,Built-in
Security Administrator,microsoft.directory/crossTenantAccessPolicy/partners/identitySynchronization/standard/read,Built-in
